player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"Krautern",ehyqeI4GS7,2025-08-05T21:03:04.686Z,,2000,,1833,-167
"Foot",sXG204kdid,2025-08-05T21:03:04.688Z,2025-08-05T21:42:34.595Z,4000,6167,0,2167
"Ball",1NWXf_iX2l,2025-08-05T21:03:04.683Z,2025-08-05T21:41:44.903Z,2000,0,0,-2000
